Kood,Vanem,Tegevusala tekst,SIIA  KUULUB,SIIA KUULUB VEEL,SIIA EI KUULU,ERIALALIIDUD,ON ERINÕUDEID?
46751,4675,Väetise ja agrokeemiatoodete hulgimüük,,"− mulla hulgimüük
− turbamulla hulgimüük",,,JAH
46759,4675,Muude keemiatoodete hulgimüük,"− aniliini ja metanooli hulgimüük
− eeterlike õlide, maitse- ja lõhnaainete hulgimüük
− tööstusgaaside ja keemiliste liimide hulgimüük
− parafiini hulgimüük
− sooda, tööstusliku soola, hapete ja väävli hulgimüük
− tärklise derivaatide hulgimüük
− värvainete ja trükivärvi hulgimüük
− sünteesvaikude hulgimüük
− kautšuki hulgimüük","− ilutulestiku hulgimüük
− puidukaitsevahendite hulgimüük
− pürotehnika hulgimüük",,,JAH
4676,467,Muude vahetoodete hulgimüük,,,,Eesti Plastitööstuse Liit,JAH
46761,4676,Muude vahetoodete hulgimüük,"− plastide esmavormide hulgimüük
− kummi hulgimüük
− tekstiilkiudude jms hulgimüük
− paberi ja papi hulgimüük
− vääriskivide hulgimüük
− muude vahetoodete hulgimüük, v.a põllumajanduslikud vahetooted","− kautšuki hulgimüük 
Muude vahetoodete hulgimüük: turvakiled; isekleepuv kattematerjal; tihend; pilliroog; ohulindid; teip
− hauakivide edasimüük/hulgimüük 
− kartongi hulgimüük",,,JAH
4677,467,Jäätmete ja jääkide hulgikaubandus,,,,,JAH
46771,4677,"Jäätmete ja jääkide hulgikaubandus, taara ja pakendite kokkuost","− ringlussevõetavate metallist ja mittemetallist jäätmete ja jääkide hulgimüük, k.a nende kogumine, sortimine, kasutatud kaupadest kasutuskõlblike osade eemaldamine, pakkimine ja ümberpakkimine, ladustamine ja kohale toimetamine ilma tegeliku töötlemise/muundamiseta. Ostetud ja müüdud jäätmetel on jääkväärtus.
− autode, arvutite, televiisorite jm seadmete lammutamine kasutuskõlblike osade edasimüügi eesmärgil","− vanametalli kokkuost
− autolammutus","majapidamis- ja tööstusjäätmete kogumine, vt 381
jäätmete töötlemine nende kõrvaldamiseks, mitte edasiseks kasutamiseks tööstuslikus tootmisprotsessis, vt 382
jääkide ja jäätmete töötlemine/muundamine teiseseks toormeks (teisene tooraine on valmis koheseks kasutamiseks tööstuslikus tootmisprotsessis, kuid ei ole lõpptoode), vt 383
autode, arvutite, televiisorite jm seadmete lammutamine materjalide taaskasutamiseks, vt 38311
laevade lammutamine, vt 38311
autode purustamine mehaanilisi protsesse kasutades, vt 38321
kasutatud kaupade jaemüük, vt 4779",,JAH
469,46,Spetsialiseerimata hulgikaubandus,,,,,EI
4690,469,Spetsialiseerimata hulgikaubandus,,,,,JAH
46901,4690,Spetsialiseerimata hulgikaubandus,"− mitmesuguste kaupade spetsialiseerimata hulgimüük
− mitmesuguste beebi ja lastetarvete spetsialiseerumata hulgimüük",− ärikingituste hulgimüük,,,JAH
47,G,"Jaekaubandus, v.a mootorsõidukid ja mootorrattad","Osa 47 hõlmab uute ja kasutatud kaupade (tarbekaupade) edasimüüki kaupluste, kaubamajade, kioskite, müügilettide, postimüügikaupluste, tänavamüüjate, lävemüüjate (door-to-door sales persons), vahendajate,  Interneti ja oksjonite kaudu isiklikuks või majapidamises kasutamiseks. 
Müügikoha järgi jaguneb jaekaubandus jaemüügiks kauplustes (grupid 471–477) ning jaemüügiks väljaspool kauplusi (grupid 478 ja 479). Jaemüük kauplustes hõlmab ka kasutatud kaupade müügi 
(klass 4779). Tootevaliku järgi jaguneb jaemüük kauplustes spetsialiseerimata (grupp 471) ja spetsialiseeritud jaemüügiks (grupid 472–477). Müük väljaspool kauplusi jaguneb kauplemisvormide järgi, nt jaemüük kioskites ja turgudel (grupp 478) ning muu müük väljaspool kauplusi, nt postimüük, lävemüük, müük müügiautomaatide kaudu jms (grupp 479).
Siia kuulub inimeste eluvajadusi rahuldavate toidu- ja tööstuskaupade e tarbekaupade müük vahetult (era)tarbijaile, seega ei kuulu siia nt teravilja, maakide, tööstusmasinate jms müük. Samas kuuluvad siia üksused, kes müüvad elanikkonnale tooteid, mis ei ole mõeldud ainult isiklikuks või majapidamises kasutamiseks (nt arvutid, kantseleikaubad, värvid ja saematerjal). Jaemüügi juurde võib kuuluda kaupade tavapärane käitlemine, mis ei muuda kauba põhiomadusi (nt sortimine, segamine, pakendamine).",,"põllumajandussaaduste ja -toodete müük tootja poolt, vt 01
mootorsõidukite, mootorrataste ja nende osade müük, vt 45
teravilja, maakide ja toornafta, tööstuskemikaalide, raua ja terase, tööstusmasinate müük, vt 46
toidukaupade ja jookide müük kohapeal tarbimiseks ning valmistoidu kaasamüük, vt 56
isiklike tarbeesemete ja kodutarvete rentimine elanikkonnale, vt 772",,EI
471,47,Jaemüük spetsialiseerimata kauplustes,"Siia liigitatakse erinevate tootegruppide jaemüük ühes kohas e jaemüük spetsialiseerimata kauplustes, nt selvehallides ja kaubamajades.",,,,EI
4711,471,"Jaemüük spetsialiseerimata kauplustes, kus on ülekaalus toidukaubad, joogid ja tubakatooted",,,,Eesti Karusnahaliit,JAH
47111,4711,"Jaemüük spetsialiseerimata kauplustes, kus on ülekaalus toidukaubad, joogid ja tubakatooted","− mitmesuguste kaupade jaemüük, mille hulgas on ülekaalus toiduained, joogid ja tubakatooted:
− universaalkauplused, kus on ülekaalus toidukaupade, jookide ja tubaka müük, kuid müüakse ka rõivaid, mööblit, rauakaupu, kosmeetikat jne",,,,JAH
4719,471,Jaemüük muudes spetsialiseerimata kauplustes,,,,,JAH
47191,4719,Jaemüük muudes spetsialiseerimata kauplustes,"− mitmesuguste kaupade jaemüük, mille hulgas ei ole ülekaalus toiduained, joogid ja tubakatooted 
− jaemüük kaubamajades, kus peamisteks kaubagruppideks on rõivad, mööbel, seadmed, rauakaubad, kosmeetika, ehted, mänguasjad, sporditarbed jne
− mitmesuguste beebi ja lastetarvete spetsialiseerumata jaemüük kaupluses",,,,JAH
472,47,"Toidukaupade, jookide ja tubakatoodete jaemüük spetsialiseeritud kauplustes",,,,,EI
4721,472,Puu- ja köögivilja jaemüük spetsialiseeritud kauplustes,,,,,JAH
47211,4721,Puu- ja köögivilja jaemüük spetsialiseeritud kauplustes,"− värske puu- ja köögivilja jaemüük
− töödeldud ja konserveeritud puu- ja köögivilja jaemüük","− marjade jaemüük
− puu- ja köögiviljahoidiste jaemüük",,,JAH
4722,472,Liha ja lihatoodete jaemüük spetsialiseeritud kauplustes,,,,,JAH
47221,4722,Liha ja lihatoodete jaemüük spetsialiseeritud kauplustes,"− värske, külmutatud või konserveeritud liha (k.a kodulinnu- ja ulukiliha) jaemüük
− lihatoodete jaemüük",,,,JAH
4723,472,"Kala, vähilaadsete ja limuste jaemüük spetsialiseeritud kauplustes",,,,,JAH
47231,4723,"Kala, vähilaadsete ja limuste jaemüük spetsialiseeritud kauplustes","− kala jm mereandide jaemüük
− kalatoodete jaemüük",,,,JAH
4724,472,"Leivatoodete, kookide, jahu- ja suhkrukondiitritoodete jaemüük spetsialiseeritud kauplustes",,,,,JAH
47241,4724,"Leivatoodete, kookide, jahu- ja suhkrukondiitritoodete jaemüük spetsialiseeritud kauplustes","− šokolaadi jaemüük
− suhkrustatud puuviljade, marjade või pähklite jaemüük
− jäätise ja sorbeti jaemüük",,,,JAH
4725,472,Jookide jaemüük spetsialiseeritud kauplustes,,,,,JAH
47251,4725,Jookide jaemüük spetsialiseeritud kauplustes,"− jookide jaemüük (mitte kohapeal tarbimiseks):
− alkoholjoogid
− alkoholita joogid",,,,JAH
4726,472,Tubakatoodete jaemüük spetsialiseeritud kauplustes,,,,,JAH
47261,4726,Tubakatoodete jaemüük spetsialiseeritud kauplustes,"− tubaka jaemüük
− tubakatoodete jaemüük",,,,JAH
4729,472,Muu toidukaupade jaemüük spetsialiseeritud kauplustes,,,,,JAH
47291,4729,Muu toidukaupade jaemüük spetsialiseeritud kauplustes,"− piimatoodete jaemüük
− munade jaemüük
− toiduõlide ja rasvade jaemüük
− soola, suhkru ja maitseainete jaemüük
− kohvi, tee ja kakao jaemüük
− nuudlite jm makarontoodete jaemüük
− mujal liigitamata muude toidukaupade jaemüük","− riisi jaemüük
− toidulisandite jaemüük
− mitmesuguste öko -ja mahe -toidukaupade jaemüük spetsialiseeritud kauplustes",,,JAH
473,47,Mootorikütuse jaemüük spetsialiseeritud kauplustes,,,,Eesti Õliühing,EI
4730,473,Mootorikütuse jaemüük spetsialiseeritud kauplustes,,,,,JAH
47301,4730,"Mootorikütuse jaemüük, sh tanklate tegevus","− mootorsõidukite ja mootorrataste mootorikütuse jaemüük 
− mootorsõidukite määrdeainete ja jahutusvedelike jaemüük",− mootoriõlide jaemüük,"mootorikütuse hulgimüük, vt 46712
toiduvalmistamiseks või kütteks kasutatava veeldatud naftagaasi jaemüük, vt 47789",,JAH
474,47,Info- ja sidetehnika jaemüük spetsialiseeritud kauplustes,"Siia gruppi liigitatakse info- ja sidetehnoloogiliste seadmete (nt arvutid, arvuti välisseadmed, telekommunikatsiooniseadmed, tarbeelektroonika) jaemüük spetsialiseeritud kauplustes",,,,EI
4741,474,"Arvutite, arvuti välisseadmete ja tarkvara jaemüük spetsialiseeritud kauplustes",,,,,EI
47411,4741,"Arvutite, arvuti välisseadmete ja tarkvara jaemüük spetsialiseeritud kauplustes","− arvutite jaemüük
− arvuti välisseadmete jaemüük
− videomängukonsoolide jaemüük
− tüüptarkvara, sh videomängude jaemüük",− kontorimasinate ja -seadmete jaemüük,"tühjade (salvestuseta) lintide ja plaatide jaemüük, vt 47631",,EI
4742,474,Telekommunikatsiooniseadmete jaemüük spetsialiseeritud kauplustes,,,,,EI
47421,4742,Telekommunikatsiooniseadmete jaemüük spetsialiseeritud kauplustes,− telekommunikatsiooniseadmete jaemüük,− mobiiltelefonide jaemüük,,,EI
4743,474,Heli- ja videoseadmete jaemüük spetsialiseeritud kauplustes,,,,,EI
47431,4743,Heli- ja videoseadmete jaemüük spetsialiseeritud kauplustes,"− raadio- ja televisiooniseadmete jaemüük
− audio- ja videoseadmete jaemüük
− CD- ja DVD-mängijate ning CD- ja DVD-kirjutajate jaemüük",− autoraadiote jaemüük ja paigaldus,,,EI
475,47,Muude kodutarvete jaemüük spetsialiseeritud kauplustes,"Siia gruppi liigitatakse kodutarvete (nt tekstiilid, rauakaubad, vaibad, elektriseadmed, mööbel jne) jaemüük spetsialiseeritud kauplustes.",,,,EI
4751,475,Tekstiiltoodete jaemüük spetsialiseeritud kauplustes,,,,,EI
47511,4751,Tekstiiltoodete jaemüük spetsialiseeritud kauplustes,"− riide jaemüük
− käsitöölõnga (kudumislõnga) jaemüük
− põranda- ja seinavaipade või tikandite valmistamiseks vajalike põhimaterjalide jaemüük
− tekstiiltoodete jaemüük (nt voodilinad, laudlinad, käterätikud jms) 
− pudukaupade jaemüük (õmblusniidid ja -nõelad jms)",− kudumisvarraste jaemüük,"rõivaste jaemüük, vt 47711",,EI
4752,475,"Rauakaupade, värvide ja klaasi jaemüük spetsialiseeritud kauplustes",,,,,EI
47521,4752,Rauakaupade ja tööriistade jaemüük spetsialiseeritud kauplustes,"− rauakaupade jaemüük
− muruniidukite jaemüük
− ukselukkude ja lukukomplektide jaemüük
− kruvide, naelte jms metallist tarvikute ja kinnitusvahendite jaemüük","− käsitööriistade jaemüük
− põllumajandustraktorite varuosade jaemüük",,,EI
47522,4752,Veevarustus- ja sanitaarseadmete ning nende koosteosade jaemüük spetsialiseeritud kauplustes,,,,,EI
47529,4752,Muude ehitusmaterjalide ja -tarvete jaemüük spetsialiseeritud kauplustes,"− värvide, värnitsa ja lakkide jaemüük
− lehtklaasi jaemüük
− puidu ja saematerjali jaemüük
− metallist ja mittemetallist ehituskonstruktsioonide jaemüük
− meisterdamismaterjalide ja -vahendite jaemüük
− muu ehitusmaterjali jaemüük (nt tellised)
− saunade jaemüük","− lahustite ja pahtlite jaemüük
− ehitusklaasi jaemüük
− elektrijuhtmete, -kaablite, lülitite jaemüük",,Eesti Metsa- ja Puidutööstuse Liit,EI
4753,475,"Vaipade, mattide, seina- ja põrandakatete jaemüük  spetsialiseeritud kauplustes",,,,,EI
47531,4753,"Vaipade, mattide, seina-, põranda- ja aknakatete jaemüük spetsialiseeritud kauplustes","− vaipade ja mattide jaemüük
− kardinate ja võrkkardinate jaemüük
− tapeedi ja põrandakatete jaemüük","− eesriiete jm sisustustekstiili jaemüük
− aknakatete jaemüük","korgist põrandaplaatide jaemüük, vt 47529",,EI
4754,475,Elektriliste kodumasinate jaemüük spetsialiseeritud kauplustes,,,,,JAH
47541,4754,Elektriliste kodumasinate jaemüük spetsialiseeritud kauplustes,"− külmikute ja sügavkülmikute jaemüük
− nõudepesumasinate, pesumasinate ja pesukuivatite jaemüük
− toidu valmistamiseks ja soojendamiseks mõeldud seadmete jaemüük
− tolmuimejate jaemüük
− õmblusmasinate jaemüük
− muude koduskasutatavate väikeste elektriseadmete jaemüük",,"audio- ja videoseadmete jaemüük, vt 47431",,JAH
4759,475,"Mööbli, valgustite ja muude kodutarvete jaemüük spetsialiseeritud kauplustes",,,,Eesti Mööblitootjate Liit,JAH
47591,4759,Mööbli ja valgustite jaemüük spetsialiseeritud kauplustes,"− kodumööbli jaemüük
− kontorimööbli jaemüük
− valgustite, elektripirnide, lambikuplite jaemüük",,,,EI
47599,4759,Muude mujal liigitamata kodutarvete jaemüük spetsialiseeritud kauplustes,"− tarberiistade, söögi- ja lõikeriistade, savi-, klaas-, portselan- ja fajanssnõude jaemüük
− puidust ja korgist kaupade ning punutiste jaemüük
− mitteelektriliste kodutarvete jaemüük
− muusikariistade ja nootide jaemüük
− turvasüsteemide jaemüük (nt lukusüsteemid, seifid ja rahakapid), v.a paigaldus ja hooldus 
− muude mujal liigitamata kodutarvete jaemüük","− keraamiliste majapidamis- või dekoratiivesemete jaemüük
− klaverite jaemüük
− kaminate jaemüük (v.a elektrilised kaminad)","antiikesemete jaemüük, vt 47791",Eesti Metsa- ja Puidutööstuse Liit,JAH
476,47,Kultuuri- ja vaba aja kaupade jaemüük spetsialiseeritud kauplustes,"Siia gruppi liigitatakse kultuuri- ja vaba aja kaupade (nt raamatud, ajalehed, heli- ja videosalvestised, sporditarbed, mängud, mänguasjad jne) jaemüük spetsialiseeritud kauplustes.",,,,EI
4761,476,Raamatute jaemüük spetsialiseeritud kauplustes,,,,,JAH
47611,4761,Raamatute jaemüük spetsialiseeritud kauplustes,− igat liiki raamatute jaemüük,,"kasutatud või antikvaarsete raamatute jaemüük, vt 47792",,JAH
4762,476,Ajalehtede ja kirjatarvete jaemüük spetsialiseeritud kauplustes,,,,,JAH
47621,4762,Ajalehtede ja kirjatarvete jaemüük spetsialiseeritud kauplustes,"− ajalehtede ja ajakirjade jaemüük
− kontoritarvete jaemüük (nt sulepead, pliiatsid, paber jms)",− postkaartide jaemüük spetsialiseeritud kauplustes,,,JAH
4763,476,Muusika- ja videosalvestiste jaemüük spetsialiseeritud kauplustes,,,,,JAH
47631,4763,Muusika- ja videosalvestiste jaemüük spetsialiseeritud kauplustes,"− heliplaatide ja -lintide, CDde ning kassettide jaemüük
− videolintide ja DVDde jaemüük
− tühjade (salvestuseta) lintide ja plaatide jaemüük",,,,JAH
4764,476,Sporditarvete jaemüük spetsialiseeritud kauplustes,,,,,JAH
47641,4764,Sporditarvete jaemüük spetsialiseeritud kauplustes,"− suusavarustuse jaemüük
− kalaspordivarustuse jaemüük
− jahivarustuse, relvade ja laskemoona jaemüük
− kergejõustikuvahendite ja -varustuse jaemüük
− muude spordivahendite ja -varustuse jaemüük
− matkatarvete jaemüük
− spetsiaalsete spordijalatsite, nt suusa-, uisu- ja jalgpallisaabaste jaemüük
− paatide ja jalgrataste jaemüük","− veespordivarustuse jaemüük
− spordirelvade jaemüük",,,JAH
4765,476,Mängude ja mänguasjade jaemüük spetsialiseeritud kauplustes,,,,,EI
47651,4765,Mängude ja mänguasjade jaemüük spetsialiseeritud kauplustes,− igast materjalist mängude ja mänguasjade jaemüük,,"videomängukonsoolide jaemüük, vt 47411
tüüptarkvara, k.a videomängude jaemüük, vt 47411",,EI
477,47,Muude kaupade jaemüük spetsialiseeritud kauplustes,"Eeltoodud gruppides liigitamata toodete jaemüük spetsialiseeritud kauplustes, nt rõivaste, jalatsite ja nahktoodete, ravimite ja meditsiinikaupade, kellade, meenete, puhastusvahendite, relvade, lillede, lemmikloomade jms jaemüük spetsialiseeritud kauplustes. Siia kuulub ka kasutatud kaupade jaemüük spetsialiseeritud kauplustes.",,,,EI
4771,477,Rõivaste jaemüük spetsialiseeritud kauplustes,,,,,EI
47711,4771,Rõivaste jaemüük spetsialiseeritud kauplustes,"− rõivaste jaemüük
− karusnahatoodete jaemüük
− peakatete jaemüük
− rõivalisandite jaemüük (nt kindad, lipsud, traksid jms)","− naiste, meeste ja laste ülerõivaste, alusrõivaste ning sukakaupade jaemüük
− nahast rõivaste jaemüük
− spordirõivaste jaemüük","tekstiiltoodete jaemüük, vt 47511",,EI
4772,477,Jalatsite ja nahktoodete jaemüük spetsialiseeritud kauplustes,,,,,EI
47721,4772,Jalatsite ja nahktoodete jaemüük spetsialiseeritud kauplustes,"− jalatsite jaemüük
− nahktoodete jaemüük
− nahast ja nahaasendajatest reisitarvete jaemüük","− nahast kohvrite, käekottide, sadulsepakaupade jaemüük
− sadulsepatoodete jaemüük","spetsiaalsete sportjalatsite nt suusasaapad jaemüük, vt 47641",,EI
4773,477,Apteekide tegevus,,,,,JAH
47731,4773,Apteekide tegevus,"− farmaatsiatoodete jaemüük
− veterinaartoodete jaemüük",,,,JAH
4774,477,Meditsiini- ja ortopeediakaupade jaemüük spetsialiseeritud kauplustes,,,,,EI
47741,4774,Meditsiini- ja ortopeediakaupade jaemüük spetsialiseeritud kauplustes,"− proteeside jaemüük
− hambatäidiste jaemüük
− kuuldeaparaatide jaemüük",,,,EI
4775,477,Kosmeetika ja tualetitarvete jaemüük spetsialiseeritud kauplustes,,,,,EI
47751,4775,Kosmeetika ja tualetitarvete jaemüük spetsialiseeritud kauplustes,"− parfümeeria jaemüük 
− kosmeetika ja tualetitarvete jaemüük",− seepide jaemüük,,,EI
4776,477,"Lillede, taimede, seemnete, väetiste, lemmikloomade ja lemmikloomatoidu jaemüük spetsialiseeritud kauplustes",,,,,JAH
47761,4776,"Lillede, taimede, seemnete ja istikute ning väetise jaemüük spetsialiseeritud kauplustes","− lillede ja lilleistikute jaemüük
− põõsa- ja puuistikute jaemüük
− taimekaitsevahendite jaemüük
− lillekimpude, pärgade ja kuivkompositsioonide jaemüük",− turba jaemüük,,,JAH
47762,4776,Lemmikloomade ja -lindude ning nende toidu ja tarvete jaemüük spetsialiseeritud kauplustes,"− lemmikloomade jaemüük
− lemmikloomatoidu, akvaariumide, looma- ja linnupuuride jms jaemüük",,,,JAH
